City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Ternate,ID,0.8,127.4,83.34,75,45,9.71,scattered clouds
702,Quechultenango,MX,17.4167,-99.2167,64.08,87,0,0.78,clear sky
703,Strelka,RU,58.0728,93.0344,11.91,93,100,3.11,overcast clouds
704,Calama,CL,-22.4667,-68.9333,55.89,71,0,6.91,clear sky
705,Razole,IN,16.4833,81.8333,85.55,40,61,7.61,broken clouds
706,Norrtalje,SE,59.758,18.705,28.02,81,82,2.8,broken clouds
707,Yauya,PE,-8.9833,-77.3,51.42,75,100,0.6,light rain
708,Amot,NO,59.5714,7.9877,25.7,88,81,6.2,broken clouds
709,Quang Ngai,VN,15.1167,108.8,77.59,74,86,4.99,overcast clouds
710,Marquette,US,46.5333,-87.6335,6.67,76,59,7.0,broken clouds
